name,type,status,application_service,env,security,netcolor,dcloc,loc,os,ips,itsgroup,its_1,maint_vndr,maintexp,maint_sla,verified,impusers
ZAYV65,Application,Active,License Server,Test,Confidential,Yellow,PMD-DC1,"Palmdale, CA",Ubuntu 24.04 LTS,"10.64.148.181, 10.64.248.77",ITS-EndUser,M. Williams,CDW,2028-11-25 00:00:00,8x5,2026-04-09 00:00:00,72
GA-TELEME-850D,Server,Retired,Telemetry Ingest,Prod,Public,Black,AWS-GovCloud,"San Diego, CA",RHEL 9.4,10.32.232.7,ITS-AppSupport,L. Brown,CDW,2026-05-18 00:00:00,24x7x4,2026-03-05 00:00:00,19
GA-BADGEA-709B,Server,Provisioning,Badge/Access Control,Prod,Unclassified,Red,SD-DC2,"San Diego, CA",Ubuntu 22.04 LTS,"10.32.176.108, 10.32.171.173",ITS-Virtualization,C. Davis,CDW,2030-05-01 00:00:00,NBD,2026-03-19 00:00:00,369
GA-DATABA-985P,Server,Provisioning,Database Services,QA,Public,Red,SD-DC1,Remote/Colo,Windows Server 2022,10.48.33.118,ITS-Virtualization,M. Williams,HPE Pointnext,2029-10-23 00:00:00,NBD,2026-07-07 00:00:00,347
GA-ERP-771D,VM,Decommissioned,ERP,Test,Restricted,Blue,AWS-GovCloud,Remote/Colo,Windows Server 2022,"10.16.74.202, 10.16.14.217",ITS-Network,B. Thomas,HPE Pointnext,2029-08-21 00:00:00,8x5,2026-02-16 00:00:00,231
GA-DOMAIN-395D,VM,Maintenance,Domain Services,Dev,ITAR,Red,PMD-DC1,Remote/Colo,VMware ESXi 8.0 U3,10.24.15.47,ITS-Security,A. Garcia,NetApp SupportEdge,2027-04-18 00:00:00,Best Effort,2026-03-12 00:00:00,385
GA-SERVIC-544D,VM,Maintenance,ServiceNow MID,QA,Unclassified,Black,SD-DC2,"Poway, CA",Appliance OS 5.1,10.96.66.218,ITS-Infrastructure,L. Brown,SHI,2027-11-26 00:00:00,24x7x4,2026-07-29 00:00:00,334
GA-DOMAIN-578,VM,Provisioning,Domain Services,Prod,Restricted,Blue,TUP-DC1,"Palmdale, CA",Windows Server 2022,10.8.204.216,ITS-Infrastructure,S. Johnson,HPE Pointnext,2029-07-01 00:00:00,24x7x4,2026-04-23 00:00:00,204
GA-SHAREP-176B,Server,Maintenance,SharePoint,Stage,ITAR,Green,TUP-DC1,Remote/Colo,RHEL 9.5,10.16.79.249,ITS-AppSupport,A. Garcia,NetApp SupportEdge,2029-02-21 00:00:00,8x5,2026-04-11 00:00:00,285
GA-PAYROL-595,VM,Active,Payroll,Prod,Unclassified,Black,SD-DC2,"Tupelo, MS",Windows Server 2025,10.96.75.234,ITS-AppSupport,K. Chen,CDW,2030-01-13 00:00:00,24x7x2,2026-05-12 00:00:00,148
BAGJBMS42,VM,Decommissioned,Badge/Access Control,Prod,Public,Green,SD-DC1,Remote/Colo,Windows Server 2016,10.88.227.112,ITS-Storage,N. Clark,NetApp SupportEdge,2025-11-25 00:00:00,Best Effort,2026-04-26 00:00:00,96
FCAFDSNG48,Network Device,Decommissioned,Domain Services,Stage,ITAR,Yellow,SD-DC2,"Huntsville, AL",RHEL 8.10,10.40.107.222,ITS-Storage,C. Davis,SHI,2027-03-29 00:00:00,NBD,2026-03-02 00:00:00,102
GA-LICENS-122D,VM,Decommissioned,License Server,QA,Restricted,Red,HSV-DC1,Remote/Colo,Ubuntu 22.04 LTS,"10.16.202.38, 10.16.162.142",ITS-AppSupport,N. Clark,Cisco SmartNet,2028-08-11 00:00:00,24x7x2,2026-06-11 00:00:00,89
GA-BADGEA-997D,Server,Active,Badge/Access Control,Test,Unclassified,Blue,SD-DC1,"Huntsville, AL",Windows Server 2025,"10.88.248.120, 10.88.67.97",ITS-Infrastructure,J. Martinez,Insight,2026-03-26 00:00:00,8x5,2026-02-27 00:00:00,137
GA-CICD-991B,VM,Maintenance,CI/CD,Prod,CUI,Red,SD-DC2,"Huntsville, AL",Windows Server 2019,10.88.236.89,ITS-Virtualization,D. Kim,Dell ProSupport,2028-01-06 00:00:00,NBD,2026-07-08 00:00:00,251
GA-PRINTS-898B,VM,Active,Print Services,DR,Confidential,Red,PMD-DC1,"San Diego, CA",Ubuntu 22.04 LTS,"10.40.10.242, 10.40.70.177",ITS-AppSupport,L. Brown,Dell ProSupport,2029-12-09 00:00:00,NBD,2026-07-09 00:00:00,84
YWKQ71,VM,Active,CAD/PLM,QA,Public,Yellow,HSV-DC1,"Tupelo, MS",Windows Server 2016,10.80.239.193,ITS-Security,D. Kim,Dell ProSupport,2027-02-21 00:00:00,24x7x4,2026-06-03 00:00:00,383
LOLTDMJD21,Application,Active,Payroll,Prod,Public,Blue,AWS-GovCloud,"Tupelo, MS",Windows Server 2019,10.8.231.139,ITS-Storage,H. Lewis,CDW,2027-01-01 00:00:00,24x7x4,2026-03-31 00:00:00,84
GA-CADPLM-694A,VM,Active,CAD/PLM,Prod,ITAR,Blue,PWY-DC1,Remote/Colo,Windows Server 2019,10.64.72.151,ITS-AppSupport,E. Robinson,Cisco SmartNet,2029-03-21 00:00:00,24x7x4,2026-05-28 00:00:00,196
GA-EMAILG-532A,Appliance,Retired,Email Gateway,Stage,Unclassified,Blue,PWY-DC1,"Huntsville, AL",RHEL 9.4,10.8.184.232,ITS-Network,K. Chen,SHI,2027-04-18 00:00:00,24x7x4,2026-06-04 00:00:00,296
PBXLEX10,VM,Active,Backup,Stage,Confidential,Black,PMD-DC1,"Poway, CA",Ubuntu 22.04 LTS,"10.96.246.122, 10.96.118.38",ITS-Security,S. Johnson,Dell ProSupport,2028-02-12 00:00:00,24x7x2,2026-04-17 00:00:00,85
GA-LICENS-341D,VM,Maintenance,License Server,Prod,Unclassified,Blue,HSV-DC1,"Palmdale, CA",VMware ESXi 8.0 U3,10.16.231.116,ITS-Storage,J. Martinez,NetApp SupportEdge,2027-12-18 00:00:00,NBD,2026-05-18 00:00:00,300
GA-BACKUP-582,VM,Active,Backup,Test,CUI,Black,TUP-DC1,Remote/Colo,Windows Server 2016,10.8.198.203,ITS-AppSupport,E. Robinson,Insight,2027-02-07 00:00:00,24x7x4,2026-06-20 00:00:00,279
GA-PRINTS-197D,VM,Active,Print Services,QA,CUI,Blue,TUP-DC1,"Palmdale, CA",Windows Server 2022,10.56.57.101,ITS-Virtualization,N. Clark,Insight,2027-09-29 00:00:00,24x7x2,2026-04-25 00:00:00,299
WWCP90,Server,Active,Telemetry Ingest,QA,ITAR,Green,TUP-DC1,"San Diego, CA",Ubuntu 24.04 LTS,10.8.159.191,ITS-Storage,H. Lewis,CDW,2029-11-30 00:00:00,24x7x2,2026-07-06 00:00:00,317
GA-DNSDHC-403B,Server,Maintenance,DNS/DHCP,Prod,Unclassified,Red,SD-DC1,"Tupelo, MS",Windows Server 2016,10.40.115.139,ITS-Security,T. Nguyen,HPE Pointnext,2027-07-21 00:00:00,NBD,2026-03-03 00:00:00,257
GA-PRINTS-955B,Storage Array,Active,Print Services,Prod,Public,Yellow,SD-DC1,"Huntsville, AL",Windows Server 2016,10.16.85.29,ITS-Network,K. Chen,NetApp SupportEdge,2027-09-29 00:00:00,24x7x4,2026-07-05 00:00:00,295
GA-PRINTS-930B,Server,Decommissioned,Print Services,DR,Public,Black,HSV-DC1,Remote/Colo,RHEL 9.5,10.48.119.71,ITS-Virtualization,E. Robinson,HPE Pointnext,2029-09-30 00:00:00,24x7x4,2026-03-20 00:00:00,18
BMQVPOF35,VM,Active,License Server,Dev,Public,Green,SD-DC2,"Huntsville, AL",RHEL 9.5,10.24.96.153,ITS-Infrastructure,E. Robinson,SHI,2025-11-04 00:00:00,24x7x2,2026-06-09 00:00:00,238
GA-PRINTS-850A,Application,Active,Print Services,QA,Unclassified,Blue,SD-DC2,Remote/Colo,RHEL 9.5,10.56.103.44,ITS-Security,P. Anderson,NetApp SupportEdge,2028-08-31 00:00:00,24x7x2,2026-04-12 00:00:00,214
GA-SHAREP-240A,VM,Maintenance,SharePoint,Prod,Unclassified,Blue,TUP-DC1,Remote/Colo,RHEL 9.4,10.16.164.32,ITS-AppSupport,D. Kim,Insight,2027-07-27 00:00:00,8x5,2026-05-01 00:00:00,251
WNQSLV79,VM,Maintenance,Telemetry Ingest,DR,Public,Red,SD-DC1,"Poway, CA",Cisco IOS 17.9,10.80.76.138,ITS-EndUser,M. Williams,Insight,2029-04-29 00:00:00,24x7x2,2026-06-29 00:00:00,166
GA-VDI-027P,VM,Active,VDI,Prod,Public,Green,TUP-DC1,"Poway, CA",VMware ESXi 7.0 U3,10.16.222.68,ITS-AppSupport,D. Kim,SHI,2027-11-13 00:00:00,24x7x2,2026-08-05 00:00:00,301
GA-ERP-388D,Application,Active,ERP,Prod,CUI,Red,TUP-DC1,"Palmdale, CA",Windows Server 2022,10.96.27.90,ITS-Storage,M. Williams,CDW,2029-06-13 00:00:00,24x7x4,2026-06-01 00:00:00,178
GA-MONITO-043P,VM,Active,Monitoring,DR,Confidential,Blue,HSV-DC1,"Huntsville, AL",RHEL 9.5,10.80.221.82,ITS-EndUser,L. Brown,Cisco SmartNet,2029-07-21 00:00:00,8x5,2026-02-08 00:00:00,66
GA-TELEME-547P,Server,Active,Telemetry Ingest,Test,Unclassified,Black,SD-DC1,"Palmdale, CA",Windows Server 2022,10.32.21.247,ITS-EndUser,M. Williams,Dell ProSupport,2028-01-20 00:00:00,24x7x2,2026-04-21 00:00:00,291
GA-TELEME-903A,Storage Array,Provisioning,Telemetry Ingest,Stage,Restricted,Red,SD-DC1,"Tupelo, MS",Ubuntu 24.04 LTS,10.48.15.55,ITS-EndUser,N. Clark,Dell ProSupport,2027-08-04 00:00:00,24x7x2,2026-03-13 00:00:00,126
XMAKREDD65,Server,Active,Backup,Dev,Restricted,Black,PMD-DC1,"Palmdale, CA",Cisco IOS 17.9,10.40.18.211,ITS-Network,M. Williams,NetApp SupportEdge,2030-02-23 00:00:00,8x5,2026-05-12 00:00:00,68
AILZZPAO83,VM,Provisioning,Domain Services,QA,Public,Green,SD-DC2,"Palmdale, CA",Windows Server 2019,10.32.168.243,ITS-Security,H. Lewis,HPE Pointnext,2029-01-28 00:00:00,8x5,2026-03-06 00:00:00,169
UOEATG97,Appliance,Provisioning,File Services,Prod,Public,Blue,SD-DC2,"Tupelo, MS",VMware ESXi 8.0 U3,10.96.224.32,ITS-Network,R. Patel,CDW,2027-01-31 00:00:00,24x7x2,2026-03-18 00:00:00,387
GA-LICENS-940B,VM,Active,License Server,Test,Restricted,Green,PWY-DC1,"San Diego, CA",VMware ESXi 8.0 U3,"10.56.185.97, 10.56.46.167",ITS-Storage,M. Williams,HPE Pointnext,2030-01-25 00:00:00,24x7x4,2026-07-16 00:00:00,252
GA-MONITO-466,VM,Retired,Monitoring,QA,Confidential,Green,SD-DC2,Remote/Colo,Windows Server 2025,10.32.30.143,ITS-Network,A. Garcia,CDW,2030-01-06 00:00:00,24x7x2,2026-06-30 00:00:00,226
GA-ERP-994P,VM,Active,ERP,Dev,CUI,Blue,TUP-DC1,"Poway, CA",Cisco IOS 17.9,10.16.196.162,ITS-Infrastructure,M. Williams,SHI,2027-11-20 00:00:00,Best Effort,2026-05-26 00:00:00,300
GA-PAYROL-550B,VM,Active,Payroll,Prod,Confidential,Yellow,HSV-DC1,Remote/Colo,Windows Server 2016,10.88.88.72,ITS-Security,R. Patel,Insight,2029-07-27 00:00:00,NBD,2026-04-28 00:00:00,155
GA-SERVIC-736B,Server,Retired,ServiceNow MID,Stage,Restricted,Black,PMD-DC1,"Palmdale, CA",VMware ESXi 8.0 U3,10.88.124.75,ITS-Infrastructure,R. Patel,CDW,2029-08-31 00:00:00,NBD,2026-04-16 00:00:00,327
GA-LICENS-613B,Appliance,Active,License Server,DR,Unclassified,Blue,SD-DC1,"Poway, CA",VMware ESXi 7.0 U3,10.16.239.88,ITS-AppSupport,B. Thomas,Insight,2027-10-02 00:00:00,24x7x4,2026-03-20 00:00:00,5
MZQLNMLW49,Server,Decommissioned,Email Gateway,DR,Unclassified,Blue,SD-DC2,"Palmdale, CA",Ubuntu 22.04 LTS,10.64.172.8,ITS-AppSupport,T. Nguyen,SHI,2030-04-26 00:00:00,Best Effort,2026-08-01 00:00:00,383
CLDE25,Application,Provisioning,DNS/DHCP,QA,Confidential,Red,SD-DC2,"Huntsville, AL",Ubuntu 22.04 LTS,10.32.119.67,ITS-Infrastructure,L. Brown,NetApp SupportEdge,2026-03-16 00:00:00,Best Effort,2026-04-29 00:00:00,20
WXTZ37,Application,Retired,File Services,Prod,Unclassified,Black,PMD-DC1,"Palmdale, CA",Ubuntu 24.04 LTS,10.72.86.164,ITS-Storage,M. Williams,CDW,2029-10-09 00:00:00,NBD,2026-07-23 00:00:00,397
GA-EMAILG-898,VM,Active,Email Gateway,Stage,Public,Black,PMD-DC1,"Tupelo, MS",RHEL 9.4,"10.16.83.217, 10.16.194.35",ITS-Storage,J. Martinez,CDW,2027-05-30 00:00:00,24x7x2,2026-06-17 00:00:00,336
GA-ERP-618A,Network Device,Retired,ERP,QA,Confidential,Black,PMD-DC1,"San Diego, CA",VMware ESXi 8.0 U3,"10.88.180.24, 10.88.122.101",ITS-Network,B. Thomas,SHI,2027-11-06 00:00:00,Best Effort,2026-04-09 00:00:00,207
GA-BADGEA-206,VM,Active,Badge/Access Control,Prod,Restricted,Green,SD-DC2,"Tupelo, MS",Windows Server 2022,10.16.176.177,ITS-Storage,R. Patel,HPE Pointnext,2029-07-15 00:00:00,24x7x2,2026-03-08 00:00:00,25
GA-EMAILG-085,Network Device,Active,Email Gateway,DR,ITAR,Blue,SD-DC2,Remote/Colo,Windows Server 2025,10.8.237.124,ITS-Virtualization,T. Nguyen,SHI,2028-05-04 00:00:00,8x5,2026-02-20 00:00:00,319
GA-BADGEA-946A,VM,Active,Badge/Access Control,Test,Restricted,Blue,HSV-DC1,"Huntsville, AL",RHEL 9.4,10.96.182.98,ITS-Security,C. Davis,SHI,2028-12-25 00:00:00,24x7x4,2026-03-14 00:00:00,65
VXXUO40,VM,Decommissioned,Telemetry Ingest,Test,ITAR,Yellow,HSV-DC1,"Huntsville, AL",Cisco IOS 17.9,10.88.117.79,ITS-EndUser,E. Robinson,Cisco SmartNet,2027-10-06 00:00:00,8x5,2026-02-13 00:00:00,38
GA-DNSDHC-984,VM,Active,DNS/DHCP,Prod,ITAR,Yellow,SD-DC1,"Huntsville, AL",RHEL 9.5,10.40.181.21,ITS-Virtualization,P. Anderson,Insight,2028-06-03 00:00:00,24x7x2,2026-03-16 00:00:00,297
GA-LICENS-232B,Storage Array,Active,License Server,QA,Unclassified,Black,PMD-DC1,"Tupelo, MS",Cisco IOS 17.9,10.72.173.197,ITS-EndUser,H. Lewis,Insight,2027-01-24 00:00:00,24x7x2,2026-03-03 00:00:00,192
GA-DOMAIN-091B,Server,Active,Domain Services,Prod,CUI,Blue,HSV-DC1,"Poway, CA",Ubuntu 22.04 LTS,10.32.87.3,ITS-EndUser,P. Anderson,CDW,2029-11-20 00:00:00,24x7x2,2026-08-05 00:00:00,18
MUZU46,Server,Active,Monitoring,DR,Confidential,Blue,AWS-GovCloud,"Huntsville, AL",VMware ESXi 7.0 U3,"10.32.189.55, 10.32.208.28",ITS-Security,T. Nguyen,Insight,2026-11-04 00:00:00,24x7x2,2026-03-02 00:00:00,363
GA-TELEME-456P,VM,Retired,Telemetry Ingest,Prod,Public,Blue,SD-DC2,"Huntsville, AL",Cisco IOS 17.9,10.40.147.82,ITS-Security,C. Davis,HPE Pointnext,2029-01-12 00:00:00,24x7x4,2026-07-15 00:00:00,380
GA-SHAREP-533,VM,Active,SharePoint,QA,Unclassified,Red,SD-DC1,"Tupelo, MS",RHEL 8.10,10.8.51.178,ITS-Storage,K. Chen,HPE Pointnext,2026-05-29 00:00:00,24x7x2,2026-06-05 00:00:00,219
GA-FILESE-803A,Server,Active,File Services,Dev,Confidential,Yellow,TUP-DC1,"San Diego, CA",VMware ESXi 7.0 U3,10.88.96.112,ITS-Network,P. Anderson,Cisco SmartNet,2026-04-18 00:00:00,24x7x4,2026-04-02 00:00:00,290
GA-SERVIC-192D,Server,Maintenance,ServiceNow MID,Dev,ITAR,Yellow,HSV-DC1,"Tupelo, MS",RHEL 9.5,10.8.21.59,ITS-AppSupport,L. Brown,Insight,2027-09-19 00:00:00,24x7x4,2026-06-16 00:00:00,126
UFDHZR25,VM,Decommissioned,VDI,Stage,Public,Green,SD-DC2,"San Diego, CA",Ubuntu 22.04 LTS,10.72.114.47,ITS-Infrastructure,E. Robinson,SHI,2029-08-06 00:00:00,NBD,2026-06-27 00:00:00,226
GA-PAYROL-696B,VM,Active,Payroll,Prod,CUI,Black,AWS-GovCloud,"Palmdale, CA",Windows Server 2019,10.40.250.194,ITS-Security,H. Lewis,CDW,2029-07-01 00:00:00,24x7x4,2026-07-12 00:00:00,59
GA-EMAILG-200A,VM,Maintenance,Email Gateway,Prod,CUI,Black,SD-DC1,"Poway, CA",RHEL 9.4,"10.32.28.215, 10.32.101.30",ITS-Infrastructure,L. Brown,SHI,2028-11-05 00:00:00,NBD,2026-03-06 00:00:00,4
GA-HRPORT-475B,Server,Active,HR Portal,DR,Unclassified,Green,SD-DC1,"Huntsville, AL",RHEL 9.4,"10.72.10.119, 10.72.220.165",ITS-EndUser,D. Kim,Insight,2029-06-26 00:00:00,24x7x4,2026-02-09 00:00:00,254
UKQJWBKG37,VM,Provisioning,Monitoring,Prod,CUI,Black,SD-DC2,"Poway, CA",Windows Server 2025,10.80.21.136,ITS-Security,D. Kim,Dell ProSupport,2028-12-05 00:00:00,24x7x2,2026-05-03 00:00:00,384
QBLB15,Appliance,Active,Domain Services,Prod,Confidential,Blue,TUP-DC1,"Tupelo, MS",Cisco IOS 17.9,10.96.135.201,ITS-Network,S. Johnson,Insight,2030-05-13 00:00:00,24x7x4,2026-06-02 00:00:00,274
GA-SERVIC-206D,Server,Maintenance,ServiceNow MID,Dev,CUI,Green,SD-DC2,"Palmdale, CA",RHEL 8.10,10.88.12.32,ITS-Security,P. Anderson,Dell ProSupport,2026-10-27 00:00:00,NBD,2026-04-25 00:00:00,132
GA-BADGEA-600B,VM,Active,Badge/Access Control,Test,ITAR,Black,PMD-DC1,"Tupelo, MS",VMware ESXi 7.0 U3,10.24.203.175,ITS-Storage,K. Chen,HPE Pointnext,2028-08-23 00:00:00,8x5,2026-07-16 00:00:00,289
GA-BACKUP-150A,VM,Retired,Backup,Prod,Unclassified,Yellow,SD-DC2,"Palmdale, CA",Windows Server 2022,10.64.162.48,ITS-Network,T. Nguyen,SHI,2029-08-29 00:00:00,NBD,2026-07-24 00:00:00,155
GA-EMAILG-429B,VM,Active,Email Gateway,Prod,Public,Yellow,PWY-DC1,"Tupelo, MS",Windows Server 2025,"10.8.139.105, 10.8.207.4",ITS-Virtualization,S. Johnson,HPE Pointnext,2025-11-19 00:00:00,8x5,2026-05-19 00:00:00,48
GA-TELEME-419B,VM,Decommissioned,Telemetry Ingest,Stage,Confidential,Blue,TUP-DC1,"Poway, CA",Ubuntu 22.04 LTS,10.24.207.235,ITS-AppSupport,J. Martinez,Dell ProSupport,2029-10-16 00:00:00,Best Effort,2026-08-02 00:00:00,306
GA-WEBHOS-144P,Server,Active,Web Hosting,Stage,Unclassified,Green,PMD-DC1,Remote/Colo,VMware ESXi 7.0 U3,10.48.237.156,ITS-AppSupport,R. Patel,SHI,2026-10-13 00:00:00,8x5,2026-05-10 00:00:00,376
TYFCOR19,VM,Active,ServiceNow MID,Dev,CUI,Black,PMD-DC1,"Palmdale, CA",Windows Server 2019,"10.48.153.212, 10.48.22.168",ITS-Infrastructure,S. Johnson,CDW,2027-10-13 00:00:00,NBD,2026-02-16 00:00:00,113
